Malaysia startup makes world's 1st Shariah certified browser,"Malaysia-based startup SalamWeb has created a new mobile and desktop browser which they claim is the ""world's first Shariah certified web browser"". The browser contains features like prayer-timers, a compass which points to Mecca and filters which avoid alcohol and pork-related businesses. It is endorsed by the independent global Shariah advisory firm Amanie Shariah Supervisory Board.",
Will divorce BJP if reservation demand not met: SBSP,"Suheldev Bhartiya Samaj Party chief OP Rajbhar said that if BJP doesn't implement report on division of reservation to backward classes, then it will ""give divorce"" to the party.  Disagreeing with the 10% quota to economically weaker section, he added, ""There are poor in every category, what about them?"" Rajbhar has given an ultimatum till February 24 for the same.",
GM chickens that can lay eggs with anti-cancer proteins made,"Edinburgh University's Roslin Institute researchers have genetically modified (GM) chickens to lay eggs that contain proteins that are used in drugs to treat some cancers and arthritis. The chickens were modified to produce human protein IFNalpha2a which has anti-cancer effects. ""Production (of drugs) from chickens can cost anywhere from 10 to 100 times less than the factories,"" a researcher said.",
"Centre approves â¹7,000 cr disaster relief aid for 6 states","The Centre on Tuesday approved additional Central assistance of â¹7,214.03 crore from the National Disaster Response Fund (NDRF) to six states and one union territory. The fund was sanctioned to Himachal Pradesh, Uttar Pradesh, Andhra Pradesh, Karnataka, Maharashtra, Gujarat, and Puducherry. Maharashtra received an assistance of â¹4,714.28 crore for being affected by drought during 2018-19.  ",
Child marriage is a dangerous burden: Lok Sabha Speaker,"Addressing a summit at the Parmarth Niketan Camp in Kumbh Mela, Lok Sabha Speaker Sumitra Mahajan on Monday described child marriage as a dangerous burden on girls. Mahajan added, ""A girl who is not physically or mentally ready, is not mature and does not understand the world must not be burdened with marriage."" ",
NIA arrests two men in connection with Burdwan blasts,"The National Investigation Agency in Kolkata has arrested a 32-year-old suspected militant named Kadar Kazi in connection with the Burdwan blasts case. His associate Sajjad Ali, who was involved in activities of Jamaat-ul-Mujahideen Bangladesh (JMB), was also arrested. Notably, an explosion had occurred at a house in Burdwan in 2014, following which IEDs and Taliban training videos were recovered.",
"Honor View20 unveiled, to go on sale in India from Jan 30","Honor View20 launched in India at a starting price of â¹37,999 and will be available for sale starting January 30 on Amazon.in and their official website hihonor.in. It's the world's first smartphone to feature a 48-megapixel camera and also comes with a punch-hole design that extends the display area to 91%",
Dad has secret Instagram account to stalk me: Kumar Birla's daughter,"In an Instagram post for Aditya Birla Group Chairman Kumar Mangalam Birla, singer-songwriter Ananya Birla wrote, ""Papa, you can see this (post) from your secret account that you created just to stalk me."" ""I don't understand how he understands me so deeply...He tried his best to match his tie to the colour of my gown...and he almost succeeded,"" she added.",
"Kangana's game brutal, gets you thrown out of film: Simran writer","'Simran' writer Apurva Asrani in a tweet said, ""Kangana Ranaut's game is brutal. She first plays the victim and wins your trust...Then when you're ready with a film...she has you thrown out."" He added that ""she uses the press and trolls to character assassinate you"". Notably, Apurva had accused Kangana of lying about co-writing the script of 'Simran'.",
Mark Waugh calls Brendon McCullum a 'lucky c**t' on live TV,"Former Australia batsman Mark Waugh called former New Zealand captain and Brisbane Heat batsman Brendon McCullum a ""lucky c**t"" during a Big Bash League chat show on live TV. Waugh was talking about McCullum's favourite hobby outside of cricket, horse racing, when he uttered the word. ""He loves his horses. Good punter. He's a lucky c***...lucky punter too,"" Waugh said.",
Controversy will help Pandya scale new heights in his career: Kohli,"Following Hardik Pandya's return from suspension after his comments on women on 'Koffee with Karan', India captain Virat Kohli said that the controversy will help the 25-year-old all-rounder scale new heights in his career. ""He's in a good headspace. I hope he goes on...right path and emerges as a better cricketer and I think he can do that,"" added Kohli.",
Was Rahul surrounded by commandos while being fed milk: BJP leader,"In an apparent attack on Congress President Rahul Gandhi, Gujarat BJP chief Jitu Vaghani said, ""He was born with commandos around his cradle...I'm not sure if commandos were there when he was being fed milk."" Congress said his remark reflected BJP leaders' ""low-level mentality"". Vaghani later apologised, saying his remarks were misconstrued and he was just highlighting the ""VIP culture"".",
"Policeman showers cash at schoolgirls on R-Day, suspended","A police head constable has been suspended for showering money on girl students during a dance performance at a Republic Day function in a school in Nagpur. The head constable, Pramod Walke, was reportedly in an inebriated condition when the incident occurred. The matter came to light when a video of the incident was shared online.",
Editors Guild criticises ban on 6 journalists at J&K R-Day event,"After six journalists were not allowed to enter the Republic Day function in Srinagar despite having entry passes, Editors Guild of India said, ""It is shocking...This is an unprecedented state-sponsored attack on freedom of press."" The police said the journalists were stopped after an ""adverse"" report was received from CID. Several other journalists did not cover the event in protest.",
Yeh PUBG wala hai kya? PM Modi to student's mom on game addiction,"After a Class 9 student's mother told him her son was avoiding studies due to online games and asked for a solution during 'Pariksha Pe Charcha 2.0', PM Narendra Modi responded, ""Yeh PUBG wala hai kya?"" ""Explore ways...to...encourage your children towards...understanding technology. But remember...technology should be used to expand our horizons, not to let it shrink us,"" PM Modi added.",
Govt asks SC to return 67-acre non-disputed Ayodhya land to owners,"The Centre on Tuesday moved the Supreme Court to seek permission for lifting the status quo on non-disputed land around the disputed Ayodhya site and hand over the excess land to its original owners. The Centre had acquired 67 acres land around the 2.77 acre disputed Ram Janambhoomi-Babri Masjid site. In 2003, the court ordered to maintain the status quo.",
"Teen kills elderly couple, plays games on their phone before leaving","A 17-year-old boy has been arrested for allegedly robbing and killing an elderly couple in Delhi. Police said that according to CCTV footage, the accused, who was the son of the elderly couple's masseuse, stayed inside the house for almost 24 hours, during which he killed the couple. He spent the night playing games on the couple's phones, police claimed.",
"Man who wished for daughter kidnaps girls, returns them home","A 40-year-old man was arrested after he allegedly kidnapped two eight-year-old girls within a span of two months and returned them to their homes, Delhi Police said. The accused, who has two sons, reportedly did not harm the girls and told his family they were his colleagues' children after taking them home. He later told authorities he'd wanted a daughter. ",
